strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
601.46,2.386,0.2763,2.762,0.519,2.386,0.183,0.2318,0.2763,0.6778,1,ZONE_B
127.11,0.141,0.075,1.37,0.048,0.141,0.033,0.075,0.0347,0.2742,0,ZONE_A
159.71,0.086,0.0365,1.66,0.051,0.086,0.021,0.002,0.0365,0.1192,0,ZONE_A
219.74,0.098,0.0149,1.083,0.024,0.098,0.019,0.002,0.0149,0.3098,0,ZONE_A
1129.29,7.499,2.2918,22.061,2.172,7.499,0.888,0.7859,2.2918,0.9109,2,ZONE_C
1015.46,8.536,1.527,11.502,2.102,8.536,1.598,1.093,1.527,0.7773,2,ZONE_C
124.01,0.059,0.015,0.368,0.044,0.059,0.043,0.0125,0.015,0.1333,0,ZONE_A
150.71,0.145,0.0298,1.012,0.032,0.145,0.023,0.0066,0.0298,0.169,0,ZONE_A
142.91,0.18,0.0131,0.809,0.012,0.18,0.033,0.002,0.0131,0.1716,0,ZONE_A
821.16,8.169,2.123,15.861,2.596,8.169,1.39,0.7725,2.123,0.8731,2,ZONE_C
177.35,0.148,0.0329,1.708,0.025,0.148,0.032,0.0039,0.0329,0.2032,0,ZONE_A
908.7,8.745,1.865,21.712,3.492,8.745,1.578,0.6914,1.865,0.9883,2,ZONE_C
858.84,8.256,1.3675,15.436,2.387,8.256,1.423,0.9294,1.3675,0.8409,2,ZONE_C
131.17,0.105,0.037,0.97,0.027,0.105,0.028,0.0256,0.037,0.2138,0,ZONE_A
179.96,0.123,0.0293,1.38,0.032,0.123,0.016,0.0063,0.0293,0.1782,0,ZONE_A
983.68,9.291,1.8708,14.536,4.174,9.291,0.766,1.3575,1.8708,0.7476,2,ZONE_C
760.0,5.449,1.799,22.791,3.844,5.449,1.615,1.0844,1.799,0.7883,2,ZONE_C
928.14,8.493,1.6715,12.932,3.669,8.493,0.446,0.9026,1.6715,0.7535,2,ZONE_C
760.0,9.943,1.5079,22.634,3.463,9.943,1.334,1.0377,1.5079,0.9787,2,ZONE_C
94.48,0.135,0.0299,1.388,0.019,0.135,0.033,0.004,0.0299,0.2423,0,ZONE_A
445.67,2.129,0.5302,6.103,0.659,2.129,0.249,0.1214,0.5302,0.4732,1,ZONE_B
952.15,7.86,1.6053,21.192,3.157,7.86,1.634,0.62,1.6053,0.9487,2,ZONE_C
760.0,10.318,1.2958,18.433,3.77,10.318,1.746,0.7731,1.2958,0.7812,2,ZONE_C
559.68,2.395,0.1922,5.261,0.401,2.395,0.089,0.08,0.1922,0.4081,1,ZONE_B
526.34,1.862,0.3622,5.591,0.695,1.862,0.245,0.214,0.3622,0.5982,1,ZONE_B
600.45,2.665,0.3714,3.298,0.427,2.665,0.242,0.0958,0.3714,0.6057,1,ZONE_B
1229.43,6.868,1.6012,8.734,2.932,6.868,1.607,0.62,1.6012,0.9778,2,ZONE_C
534.32,2.389,0.4992,6.289,0.457,2.389,0.261,0.1799,0.4992,0.5219,1,ZONE_B
31.7,0.18,0.0313,0.943,0.024,0.18,0.021,0.0073,0.0313,0.0576,0,ZONE_A
535.47,2.453,0.2775,7.915,0.417,2.453,0.23,0.1627,0.2775,0.3803,1,ZONE_B
864.93,7.56,1.1212,19.148,2.783,7.56,1.273,0.7691,1.1212,0.9032,2,ZONE_C
536.59,1.784,0.4246,6.022,0.658,1.784,0.312,0.08,0.4246,0.3949,1,ZONE_B
501.86,1.909,0.4677,3.09,0.593,1.909,0.247,0.2291,0.4677,0.4424,1,ZONE_B
427.74,2.301,0.4686,5.425,0.626,2.301,0.259,0.1669,0.4686,0.3768,1,ZONE_B
408.91,1.815,0.3984,5.211,0.68,1.815,0.216,0.3615,0.3984,0.6822,1,ZONE_B
785.03,7.587,1.7849,20.133,3.292,7.587,0.932,1.1324,1.7849,0.8667,2,ZONE_C
1197.25,7.944,1.9571,11.937,2.869,7.944,0.92,0.62,1.9571,0.8424,2,ZONE_C
569.64,1.897,0.2628,3.891,0.542,1.897,0.247,0.104,0.2628,0.5695,1,ZONE_B
932.79,7.027,1.6056,14.008,3.461,7.027,0.983,0.6561,1.6056,0.9123,2,ZONE_C
526.98,1.92,0.3602,6.615,0.649,1.92,0.387,0.1828,0.3602,0.4726,1,ZONE_B
615.12,1.734,0.4831,7.115,0.485,1.734,0.184,0.08,0.4831,0.3668,1,ZONE_B
96.54,0.123,0.0342,1.37,0.048,0.123,0.024,0.0313,0.0342,0.2971,0,ZONE_A
625.05,2.306,0.2992,4.351,0.784,2.306,0.149,0.2135,0.2992,0.4793,1,ZONE_B
1113.8,8.24,1.8933,13.327,2.922,8.24,1.161,0.6811,1.8933,0.9102,2,ZONE_C
981.88,7.69,1.7864,10.781,2.768,7.69,1.02,1.2477,1.7864,0.8843,2,ZONE_C
110.62,0.106,0.0417,1.291,0.034,0.106,0.054,0.0063,0.0417,0.3089,0,ZONE_A
110.23,0.131,0.0338,0.911,0.034,0.131,0.005,0.0115,0.0338,0.2318,0,ZONE_A
156.85,0.181,0.0205,0.494,0.009,0.181,0.027,0.002,0.0205,0.3118,0,ZONE_A
815.05,6.901,0.8376,17.052,3.184,6.901,1.512,0.6425,0.8376,0.8403,2,ZONE_C
128.19,0.099,0.0522,1.091,0.041,0.099,0.008,0.01,0.0522,0.2345,0,ZONE_A
777.06,7.086,0.8593,20.107,2.731,7.086,1.103,0.8593,0.61,0.9665,2,ZONE_C
1044.8,7.104,1.4203,16.851,2.757,7.104,1.306,1.2409,1.4203,0.9177,2,ZONE_C
918.5,6.561,1.5826,14.45,3.352,6.561,1.073,0.9785,1.5826,0.9341,2,ZONE_C
163.78,0.133,0.0392,0.851,0.02,0.133,0.028,0.0214,0.0392,0.1003,0,ZONE_A
524.28,2.701,0.3564,4.341,0.669,2.701,0.276,0.1321,0.3564,0.5918,1,ZONE_B
700.13,2.068,0.4429,6.78,0.806,2.068,0.265,0.1501,0.4429,0.3606,1,ZONE_B
964.52,8.677,0.62,17.647,2.621,8.677,1.424,0.62,0.61,0.9477,2,ZONE_C
126.92,0.175,0.0244,1.299,0.037,0.175,0.008,0.0042,0.0244,0.1532,0,ZONE_A
985.94,8.69,1.3899,12.948,2.375,8.69,0.509,0.8789,1.3899,0.9578,2,ZONE_C
184.82,0.159,0.0291,1.847,0.015,0.159,0.026,0.0224,0.0291,0.0565,0,ZONE_A
123.59,0.212,0.0404,1.166,0.007,0.212,0.008,0.0338,0.0404,0.2634,0,ZONE_A
874.29,7.462,2.0839,16.903,3.321,7.462,1.283,1.1031,2.0839,0.8357,2,ZONE_C
961.59,8.514,1.6712,11.515,3.64,8.514,0.982,1.6712,1.0453,0.7872,2,ZONE_C
162.23,0.138,0.0478,1.108,0.026,0.138,0.007,0.002,0.0478,0.2679,0,ZONE_A
799.25,7.847,2.0487,22.948,3.215,7.847,1.19,1.0572,2.0487,0.8031,2,ZONE_C
1172.19,10.379,1.3593,21.905,3.82,10.379,1.453,1.1089,1.3593,0.9789,2,ZONE_C
137.05,0.174,0.0309,2.144,0.022,0.174,0.045,0.0038,0.0309,0.3076,0,ZONE_A
561.3,2.576,0.3152,5.767,0.676,2.576,0.159,0.08,0.3152,0.6636,1,ZONE_B
510.85,1.779,0.3213,5.591,0.565,1.779,0.163,0.1321,0.3213,0.6043,1,ZONE_B
480.92,2.186,0.2259,5.563,0.555,2.186,0.258,0.204,0.2259,0.679,1,ZONE_B
873.13,8.661,0.8971,18.091,3.228,8.661,1.093,0.8971,0.6332,0.8925,2,ZONE_C
131.27,0.114,0.0303,1.202,0.02,0.114,0.025,0.0045,0.0303,0.1742,0,ZONE_A
175.63,0.173,0.0219,1.286,0.028,0.173,0.033,0.0061,0.0219,0.2344,0,ZONE_A
932.86,8.977,1.5689,15.204,2.617,8.977,1.499,0.7734,1.5689,0.737,2,ZONE_C
136.7,0.135,0.0439,1.192,0.019,0.135,0.031,0.009,0.0439,0.0895,0,ZONE_A
760.0,8.263,1.2724,15.745,2.997,8.263,1.184,0.62,1.2724,0.8028,2,ZONE_C
807.31,7.831,1.6301,20.963,3.491,7.831,1.643,1.3126,1.6301,0.985,2,ZONE_C
1037.54,9.137,1.7149,14.44,2.573,9.137,1.423,1.0219,1.7149,0.988,2,ZONE_C
495.08,2.695,0.2796,5.382,0.756,2.695,0.287,0.0879,0.2796,0.6336,1,ZONE_B
947.83,6.013,1.1729,18.542,2.595,6.013,0.962,0.62,1.1729,0.8254,2,ZONE_C
161.1,0.127,0.0226,1.089,0.039,0.127,0.01,0.0091,0.0226,0.2486,0,ZONE_A
130.86,0.139,0.0406,1.103,0.031,0.139,0.025,0.0086,0.0406,0.2988,0,ZONE_A
869.02,7.887,1.1202,17.62,2.538,7.887,1.723,0.7637,1.1202,0.7411,2,ZONE_C
135.47,0.058,0.0423,0.419,0.018,0.058,0.02,0.0322,0.0423,0.1335,0,ZONE_A
518.86,2.175,0.2137,5.754,0.553,2.175,0.182,0.2096,0.2137,0.6208,1,ZONE_B
1102.43,7.467,1.0155,14.326,2.367,7.467,1.437,0.9695,1.0155,0.8342,2,ZONE_C
760.0,7.862,2.1534,18.874,3.727,7.862,1.108,1.1574,2.1534,0.9519,2,ZONE_C
496.25,2.101,0.3337,4.902,0.56,2.101,0.309,0.1902,0.3337,0.516,1,ZONE_B
153.06,0.119,0.0331,1.406,0.04,0.119,0.023,0.002,0.0331,0.2799,0,ZONE_A
1055.22,6.942,1.9943,16.645,4.335,6.942,1.218,0.7695,1.9943,0.7986,2,ZONE_C
150.04,0.15,0.0575,1.028,0.028,0.15,0.048,0.0117,0.0575,0.223,0,ZONE_A
350.86,2.688,0.2551,5.297,0.742,2.688,0.139,0.1124,0.2551,0.6306,1,ZONE_B
438.49,2.631,0.4169,5.68,0.698,2.631,0.145,0.2287,0.4169,0.3769,1,ZONE_B
116.18,0.15,0.0438,0.952,0.025,0.15,0.036,0.002,0.0438,0.1387,0,ZONE_A
536.19,2.116,0.3841,5.182,0.715,2.116,0.172,0.1611,0.3841,0.6349,1,ZONE_B
179.88,0.156,0.0516,1.098,0.031,0.156,0.02,0.0082,0.0516,0.1135,0,ZONE_A
169.15,0.18,0.0547,0.957,0.023,0.18,0.028,0.016,0.0547,0.0868,0,ZONE_A
1065.5,9.163,0.8743,13.556,3.632,9.163,1.396,0.8743,0.61,0.8844,2,ZONE_C
1092.12,7.566,1.4528,20.024,3.264,7.566,1.303,0.6305,1.4528,0.7152,2,ZONE_C
431.0,1.887,0.2793,4.82,0.665,1.887,0.313,0.2166,0.2793,0.4555,1,ZONE_B
384.8,2.236,0.3133,5.698,0.664,2.236,0.164,0.1009,0.3133,0.4009,1,ZONE_B
902.52,7.596,1.5383,12.486,3.926,7.596,1.311,0.62,1.5383,0.7473,2,ZONE_C
121.25,0.096,0.0237,0.782,0.021,0.096,0.035,0.002,0.0237,0.1924,0,ZONE_A
59.44,0.159,0.0424,0.749,0.044,0.159,0.005,0.0072,0.0424,0.1072,0,ZONE_A
376.02,2.648,0.3162,4.611,0.684,2.648,0.206,0.2329,0.3162,0.4147,1,ZONE_B
117.02,0.161,0.0431,0.885,0.03,0.161,0.009,0.0026,0.0431,0.1539,0,ZONE_A
201.19,0.083,0.046,0.403,0.033,0.083,0.036,0.0116,0.046,0.2854,0,ZONE_A
1138.72,8.367,1.6707,19.144,3.543,8.367,1.615,1.0385,1.6707,0.9661,2,ZONE_C
608.63,1.613,0.4133,4.729,0.732,1.613,0.138,0.232,0.4133,0.3837,1,ZONE_B
462.97,2.22,0.4466,5.166,0.416,2.22,0.187,0.1142,0.4466,0.4843,1,ZONE_B
1108.47,7.798,1.0711,16.29,2.463,7.798,1.282,1.0711,0.8387,0.8011,2,ZONE_C
170.19,0.101,0.0373,1.197,0.053,0.101,0.02,0.002,0.0373,0.27,0,ZONE_A
1446.34,8.822,1.8735,17.524,2.394,8.822,1.677,0.62,1.8735,0.9858,2,ZONE_C
484.62,1.517,0.3734,4.978,0.799,1.517,0.233,0.0854,0.3734,0.6518,1,ZONE_B
641.02,2.659,0.4199,4.337,0.686,2.659,0.18,0.2039,0.4199,0.5605,1,ZONE_B
123.0,0.102,0.0422,1.435,0.029,0.102,0.019,0.0422,0.0252,0.2569,0,ZONE_A
527.94,2.673,0.2974,5.026,0.741,2.673,0.281,0.2029,0.2974,0.439,1,ZONE_B
1088.38,9.103,2.1396,16.258,3.204,9.103,1.193,1.6863,2.1396,0.7123,2,ZONE_C
885.53,8.777,1.6335,20.591,4.064,8.777,1.202,0.8594,1.6335,0.8286,2,ZONE_C
854.62,6.278,1.2619,14.567,3.205,6.278,1.449,0.725,1.2619,0.83,2,ZONE_C
490.51,2.677,0.3984,5.993,0.522,2.677,0.155,0.0911,0.3984,0.525,1,ZONE_B
157.94,0.125,0.0265,1.306,0.026,0.125,0.04,0.0216,0.0265,0.127,0,ZONE_A
523.46,1.812,0.3273,5.765,0.577,1.812,0.249,0.2103,0.3273,0.4905,1,ZONE_B
190.23,0.16,0.0363,0.607,0.065,0.16,0.023,0.0054,0.0363,0.2307,0,ZONE_A
529.67,2.718,0.3224,3.704,0.506,2.718,0.181,0.08,0.3224,0.3896,1,ZONE_B
544.58,2.929,0.4445,5.572,0.805,2.929,0.241,0.1135,0.4445,0.4853,1,ZONE_B
111.75,0.169,0.0616,1.08,0.016,0.169,0.013,0.0031,0.0616,0.3071,0,ZONE_A
95.15,0.12,0.0214,1.419,0.014,0.12,0.008,0.0214,0.0171,0.1071,0,ZONE_A
544.13,1.949,0.3263,3.854,0.932,1.949,0.376,0.1522,0.3263,0.4877,1,ZONE_B
535.52,2.174,0.2597,4.427,0.771,2.174,0.32,0.2191,0.2597,0.584,1,ZONE_B
534.29,2.374,0.4114,6.588,0.568,2.374,0.195,0.2128,0.4114,0.5399,1,ZONE_B
103.61,0.112,0.0399,1.942,0.052,0.112,0.037,0.012,0.0399,0.2448,0,ZONE_A
943.17,9.519,1.9006,15.286,3.04,9.519,1.353,1.5736,1.9006,0.9448,2,ZONE_C
866.88,9.045,1.6371,13.416,3.261,9.045,1.022,0.8874,1.6371,0.9821,2,ZONE_C
875.05,6.479,1.8936,14.504,4.153,6.479,1.049,0.62,1.8936,0.9701,2,ZONE_C
1065.63,6.831,1.1394,14.1,2.839,6.831,1.248,0.624,1.1394,0.8639,2,ZONE_C
547.2,1.943,0.3939,4.467,0.715,1.943,0.233,0.1982,0.3939,0.6859,1,ZONE_B
945.82,8.632,1.9112,11.583,3.33,8.632,1.034,0.7507,1.9112,0.7896,2,ZONE_C
962.75,8.691,1.1682,14.767,4.001,8.691,1.664,1.1155,1.1682,0.8856,2,ZONE_C
628.22,2.249,0.3241,4.154,0.727,2.249,0.282,0.2064,0.3241,0.4681,1,ZONE_B
124.36,0.157,0.0269,1.505,0.032,0.157,0.032,0.007,0.0269,0.2986,0,ZONE_A
125.69,0.161,0.0382,1.006,0.014,0.161,0.015,0.002,0.0382,0.1724,0,ZONE_A
88.87,0.151,0.0288,1.764,0.023,0.151,0.035,0.0288,0.0274,0.1537,0,ZONE_A
1259.53,9.464,2.3375,17.561,3.176,9.464,1.464,1.7018,2.3375,0.8754,2,ZONE_C
462.95,2.092,0.3973,4.387,0.415,2.092,0.154,0.1204,0.3973,0.5539,1,ZONE_B
417.05,2.278,0.2725,4.094,0.809,2.278,0.246,0.1603,0.2725,0.4186,1,ZONE_B
1253.1,9.12,1.7124,15.84,2.178,9.12,1.324,0.9849,1.7124,0.7413,2,ZONE_C
138.62,0.169,0.0563,0.63,0.018,0.169,0.051,0.0563,0.0362,0.2731,0,ZONE_A
459.12,1.964,0.3141,5.033,0.646,1.964,0.215,0.1091,0.3141,0.4355,1,ZONE_B
1060.55,7.516,2.4837,16.143,2.291,7.516,1.172,1.2341,2.4837,0.9578,2,ZONE_C
510.43,1.562,0.3971,3.275,0.422,1.562,0.15,0.182,0.3971,0.6317,1,ZONE_B
760.0,8.695,1.5167,19.525,3.131,8.695,1.338,1.0654,1.5167,0.8841,2,ZONE_C
502.24,1.917,0.3566,6.819,0.582,1.917,0.24,0.1265,0.3566,0.546,1,ZONE_B
382.22,2.058,0.2041,4.288,0.616,2.058,0.211,0.2041,0.1812,0.3829,1,ZONE_B
145.39,0.091,0.0351,1.488,0.025,0.091,0.037,0.002,0.0351,0.213,0,ZONE_A
500.81,2.099,0.466,4.035,0.54,2.099,0.263,0.1638,0.466,0.6178,1,ZONE_B
429.19,2.55,0.3949,4.674,0.739,2.55,0.314,0.1921,0.3949,0.5547,1,ZONE_B
150.48,0.065,0.0343,1.519,0.041,0.065,0.028,0.0081,0.0343,0.3167,0,ZONE_A
596.38,2.102,0.3099,5.599,0.672,2.102,0.198,0.0943,0.3099,0.5733,1,ZONE_B
857.95,7.101,1.6996,17.416,3.407,7.101,0.648,0.8845,1.6996,0.8183,2,ZONE_C
760.0,8.103,1.231,8.1,2.625,8.103,0.9,0.9506,1.231,0.8742,2,ZONE_C
95.65,0.176,0.0234,0.926,0.008,0.176,0.03,0.0126,0.0234,0.2512,0,ZONE_A
773.11,6.486,1.262,14.829,2.94,6.486,1.194,1.1532,1.262,0.9513,2,ZONE_C
182.1,0.096,0.0238,0.605,0.043,0.096,0.022,0.0112,0.0238,0.091,0,ZONE_A
126.97,0.162,0.042,1.253,0.023,0.162,0.026,0.0174,0.042,0.0788,0,ZONE_A
439.73,2.551,0.1899,5.033,0.47,2.551,0.283,0.1231,0.1899,0.5566,1,ZONE_B
569.69,1.723,0.4105,7.211,0.555,1.723,0.257,0.1062,0.4105,0.575,1,ZONE_B
131.33,0.13,0.055,1.619,0.024,0.13,0.016,0.0087,0.055,0.0736,0,ZONE_A
389.49,1.988,0.4352,5.605,0.619,1.988,0.257,0.08,0.4352,0.6224,1,ZONE_B
482.07,2.212,0.3409,6.366,0.569,2.212,0.249,0.1503,0.3409,0.6659,1,ZONE_B
782.93,6.071,1.1571,19.699,4.097,6.071,1.259,1.1565,1.1571,0.7994,2,ZONE_C
431.89,2.262,0.4197,5.104,0.683,2.262,0.284,0.16,0.4197,0.6443,1,ZONE_B
145.43,0.123,0.0614,1.351,0.043,0.123,0.015,0.0614,0.0403,0.0987,0,ZONE_A
898.22,7.01,1.6607,12.29,2.195,7.01,1.237,1.6607,0.8475,0.8758,2,ZONE_C
628.63,2.428,0.3643,6.168,0.805,2.428,0.138,0.2439,0.3643,0.503,1,ZONE_B
173.65,0.194,0.0287,0.976,0.029,0.194,0.012,0.0049,0.0287,0.3295,0,ZONE_A
630.77,2.913,0.296,3.718,0.687,2.913,0.121,0.1326,0.296,0.4697,1,ZONE_B
151.04,0.077,0.0499,1.083,0.025,0.077,0.017,0.002,0.0499,0.0569,0,ZONE_A
175.38,0.149,0.015,1.221,0.049,0.149,0.033,0.0141,0.015,0.1524,0,ZONE_A
1197.77,7.029,1.5291,19.786,4.024,7.029,1.313,1.2939,1.5291,0.9362,2,ZONE_C
1161.71,8.976,1.391,17.841,3.112,8.976,1.233,1.391,1.1962,0.7145,2,ZONE_C
123.07,0.124,0.032,1.395,0.048,0.124,0.032,0.0132,0.032,0.224,0,ZONE_A
625.34,2.096,0.3831,6.481,0.37,2.096,0.202,0.2649,0.3831,0.5902,1,ZONE_B
596.23,2.007,0.2757,3.338,0.677,2.007,0.289,0.1307,0.2757,0.5181,1,ZONE_B
581.45,2.023,0.3774,5.138,0.518,2.023,0.307,0.08,0.3774,0.4003,1,ZONE_B
988.24,6.283,1.7063,18.558,3.318,6.283,1.45,0.62,1.7063,0.7544,2,ZONE_C
113.13,0.182,0.0426,1.475,0.028,0.182,0.048,0.002,0.0426,0.0974,0,ZONE_A
210.65,0.139,0.0431,1.058,0.025,0.139,0.006,0.0159,0.0431,0.2524,0,ZONE_A
132.74,0.17,0.0364,1.648,0.013,0.17,0.026,0.002,0.0364,0.3105,0,ZONE_A
1196.12,10.036,2.0676,22.181,2.369,10.036,1.273,1.2715,2.0676,0.892,2,ZONE_C
1211.9,6.903,2.5122,15.158,2.965,6.903,0.985,0.7875,2.5122,0.8012,2,ZONE_C
427.48,2.256,0.3243,2.977,0.937,2.256,0.268,0.2007,0.3243,0.5064,1,ZONE_B
470.76,1.48,0.3253,5.701,0.554,1.48,0.135,0.2061,0.3253,0.5457,1,ZONE_B
465.88,2.789,0.5203,3.854,0.616,2.789,0.154,0.1156,0.5203,0.4075,1,ZONE_B
523.18,2.433,0.4124,4.296,0.517,2.433,0.272,0.2026,0.4124,0.4056,1,ZONE_B
87.78,0.237,0.0396,1.208,0.046,0.237,0.048,0.0121,0.0396,0.2631,0,ZONE_A
183.98,0.083,0.0359,0.894,0.016,0.083,0.032,0.002,0.0359,0.3027,0,ZONE_A
600.9,2.743,0.301,2.826,0.523,2.743,0.258,0.1425,0.301,0.6065,1,ZONE_B
174.38,0.129,0.0366,0.916,0.029,0.129,0.019,0.0141,0.0366,0.2726,0,ZONE_A
143.38,0.138,0.0408,1.447,0.034,0.138,0.018,0.0115,0.0408,0.1523,0,ZONE_A
1107.91,6.829,1.9305,14.754,3.3,6.829,1.206,1.2832,1.9305,0.8749,2,ZONE_C
1026.63,5.577,1.334,15.381,2.788,5.577,1.432,0.9227,1.334,0.8441,2,ZONE_C
649.74,2.212,0.4432,4.815,0.572,2.212,0.166,0.1506,0.4432,0.678,1,ZONE_B
501.95,1.987,0.4029,4.987,0.654,1.987,0.35,0.2085,0.4029,0.5541,1,ZONE_B
158.38,0.13,0.0291,0.264,0.022,0.13,0.02,0.002,0.0291,0.2839,0,ZONE_A
538.49,2.052,0.3204,5.576,0.679,2.052,0.227,0.1041,0.3204,0.6899,1,ZONE_B
104.09,0.134,0.0249,1.122,0.034,0.134,0.028,0.0034,0.0249,0.154,0,ZONE_A
133.66,0.096,0.0311,1.195,0.014,0.096,0.048,0.002,0.0311,0.1448,0,ZONE_A
145.43,0.135,0.0481,1.089,0.024,0.135,0.023,0.0061,0.0481,0.2067,0,ZONE_A
159.39,0.12,0.0392,1.09,0.027,0.12,0.04,0.0098,0.0392,0.2617,0,ZONE_A
102.94,0.113,0.037,1.295,0.018,0.113,0.017,0.0026,0.037,0.2446,0,ZONE_A
597.35,2.026,0.4676,5.631,0.541,2.026,0.105,0.1093,0.4676,0.5962,1,ZONE_B
898.92,7.254,2.3678,8.1,2.952,7.254,1.671,0.62,2.3678,0.7373,2,ZONE_C
1120.2,9.755,0.8943,16.683,2.755,9.755,1.487,0.8943,0.867,0.7537,2,ZONE_C
561.68,2.101,0.2391,4.275,0.614,2.101,0.276,0.154,0.2391,0.5671,1,ZONE_B
480.05,2.337,0.2992,6.312,0.66,2.337,0.213,0.1706,0.2992,0.4171,1,ZONE_B
320.0,2.16,0.457,4.017,0.487,2.16,0.21,0.1752,0.457,0.6364,1,ZONE_B
158.88,0.148,0.0568,1.112,0.051,0.148,0.021,0.006,0.0568,0.249,0,ZONE_A
943.22,9.452,1.6406,12.419,3.796,9.452,1.679,0.8309,1.6406,0.7289,2,ZONE_C
128.03,0.105,0.0216,1.564,0.04,0.105,0.06,0.0216,0.005,0.2966,0,ZONE_A
576.44,2.354,0.3757,2.5,0.571,2.354,0.249,0.08,0.3757,0.3688,1,ZONE_B
346.53,1.6,0.3919,5.996,0.748,1.6,0.165,0.1139,0.3919,0.5349,1,ZONE_B
127.18,0.037,0.0209,1.548,0.013,0.037,0.018,0.0133,0.0209,0.1855,0,ZONE_A
1014.66,6.641,1.2906,19.533,3.83,6.641,1.437,1.2906,1.0757,0.7991,2,ZONE_C
1131.66,6.606,1.6524,14.982,3.028,6.606,1.0,1.0943,1.6524,0.8051,2,ZONE_C
134.55,0.139,0.0226,1.174,0.021,0.139,0.024,0.0226,0.0168,0.2914,0,ZONE_A
1169.09,8.224,1.2973,17.517,3.961,8.224,1.265,1.2973,1.1302,0.8903,2,ZONE_C
553.69,1.703,0.3869,4.466,0.834,1.703,0.223,0.2138,0.3869,0.6288,1,ZONE_B
205.45,0.17,0.0271,0.925,0.009,0.17,0.027,0.002,0.0271,0.1008,0,ZONE_A
760.0,7.886,1.3747,15.845,2.838,7.886,1.136,0.62,1.3747,0.9058,2,ZONE_C
1176.05,7.507,0.9655,12.273,3.651,7.507,1.089,0.8728,0.9655,0.9483,2,ZONE_C
845.66,8.848,1.0969,15.688,2.867,8.848,1.483,0.62,1.0969,0.806,2,ZONE_C
852.57,7.663,1.4803,12.299,2.957,7.663,1.127,1.4228,1.4803,0.9744,2,ZONE_C
375.4,2.636,0.3563,3.977,0.937,2.636,0.35,0.2145,0.3563,0.3701,1,ZONE_B
689.82,2.334,0.5135,2.5,1.001,2.334,0.273,0.194,0.5135,0.5916,1,ZONE_B
462.06,2.825,0.3031,4.14,0.737,2.825,0.377,0.1731,0.3031,0.465,1,ZONE_B
179.46,0.087,0.0269,0.8,0.008,0.087,0.039,0.0232,0.0269,0.172,0,ZONE_A
198.66,0.177,0.044,1.055,0.019,0.177,0.03,0.0086,0.044,0.2171,0,ZONE_A
125.72,0.16,0.0344,0.916,0.025,0.16,0.014,0.0344,0.0113,0.3109,0,ZONE_A
177.93,0.154,0.0384,0.789,0.026,0.154,0.058,0.015,0.0384,0.1691,0,ZONE_A
864.16,7.619,1.8505,12.24,4.022,7.619,1.632,0.62,1.8505,0.8258,2,ZONE_C
1141.33,8.173,1.6478,25.38,3.937,8.173,1.592,1.0042,1.6478,0.7801,2,ZONE_C
1092.58,6.522,2.203,19.591,3.207,6.522,1.086,1.0713,2.203,0.7853,2,ZONE_C
945.59,8.693,1.4941,10.967,3.887,8.693,1.324,1.3255,1.4941,0.9001,2,ZONE_C
102.19,0.121,0.0346,0.656,0.032,0.121,0.031,0.002,0.0346,0.2326,0,ZONE_A
516.33,2.332,0.4204,5.63,0.694,2.332,0.281,0.1545,0.4204,0.4172,1,ZONE_B
1111.16,4.414,1.632,18.169,3.034,4.414,0.943,0.6728,1.632,0.8987,2,ZONE_C
492.47,2.411,0.3755,2.5,0.687,2.411,0.325,0.1529,0.3755,0.4263,1,ZONE_B
113.72,0.119,0.0417,0.855,0.032,0.119,0.034,0.0278,0.0417,0.0798,0,ZONE_A
1039.29,6.844,1.8472,17.548,2.85,6.844,0.914,1.1716,1.8472,0.8946,2,ZONE_C
436.06,2.337,0.3519,4.906,0.462,2.337,0.228,0.2374,0.3519,0.6066,1,ZONE_B
760.0,8.749,1.8454,16.93,2.397,8.749,1.229,1.603,1.8454,0.8308,2,ZONE_C
483.77,3.06,0.2721,6.215,0.618,3.06,0.216,0.1157,0.2721,0.5274,1,ZONE_B
760.0,7.46,1.7801,19.845,2.516,7.46,1.068,1.5353,1.7801,0.8724,2,ZONE_C
131.19,0.134,0.0469,1.4,0.033,0.134,0.04,0.0194,0.0469,0.2702,0,ZONE_A
438.8,1.601,0.3418,4.678,0.702,1.601,0.139,0.1676,0.3418,0.4396,1,ZONE_B
112.38,0.214,0.0464,1.211,0.028,0.214,0.045,0.0284,0.0464,0.2132,0,ZONE_A
156.73,0.087,0.0477,0.907,0.042,0.087,0.031,0.0119,0.0477,0.3105,0,ZONE_A
161.32,0.048,0.0383,0.99,0.041,0.048,0.019,0.0286,0.0383,0.1343,0,ZONE_A
228.17,0.146,0.0484,1.149,0.021,0.146,0.016,0.0094,0.0484,0.1253,0,ZONE_A
516.24,2.7,0.3131,6.22,0.529,2.7,0.269,0.08,0.3131,0.4884,1,ZONE_B
955.73,7.562,2.1325,12.29,4.425,7.562,1.058,0.7379,2.1325,0.8274,2,ZONE_C
993.13,9.029,1.4238,21.282,3.541,9.029,1.335,1.0584,1.4238,0.7224,2,ZONE_C
1096.83,8.712,0.8833,16.365,3.615,8.712,1.011,0.62,0.8833,0.8103,2,ZONE_C
